기준_년분기_코드,행정동_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,시간대_건수~06_매출_건수
20254,중앙동,핸드폰,16130926,312,0,44,0
20254,중앙동,편의점,1784067982,264539,63059,86430,23520
20254,중앙동,슈퍼마켓,4184047709,279739,50115,69009,14315
20254,중앙동,노래방,254202039,2213,124,1248,1198
20254,중앙동,세탁소,53410571,6942,1882,2420,476
20254,중앙동,피부관리실,77740586,101,32,40,0
20254,중앙동,네일숍,76562539,1040,297,520,0
20254,중앙동,미용실,913364764,15629,1998,3892,0
20254,중앙동,자동차수리,679392169,3128,51,251,0
20254,중앙동,스포츠클럽,470788328,2186,676,794,16
20254,중앙동,당구장,69091289,2152,124,110,74
20254,중앙동,한의원,378649850,6864,121,884,0
20254,중앙동,치과의원,2160278609,13625,2080,3098,0
20254,중앙동,일반의원,5501757269,124383,7536,23935,0
20254,중앙동,스포츠 강습,173271029,1117,188,281,0
20254,중앙동,예술학원,283138552,495,9,80,12
20254,중앙동,일반교습학원,1173308989,3000,114,62,66
20254,중앙동,커피-음료,451674719,81741,20205,28845,331
20254,중앙동,호프-간이주점,1482468308,35601,9876,10345,9749
20254,중앙동,분식전문점,263856409,23622,3855,6159,526
20254,중앙동,치킨전문점,297372482,9446,1310,1760,412
20254,중앙동,패스트푸드점,448228795,41622,9450,12616,32
20254,중앙동,제과점,1100063643,107949,21261,25384,19
20254,중앙동,양식음식점,339981157,5552,1566,1975,0
20254,중앙동,일식음식점,1150078193,14604,1745,2815,0
20254,중앙동,중식음식점,610898903,7925,897,1473,0
20254,중앙동,한식음식점,6738300208,250767,34205,53761,10872
20254,은천동,조명용품,2101811,137,0,0,0
20254,은천동,철물점,1463624315,9003,973,1269,0
20254,은천동,가전제품,2442957810,813,27,336,0
20254,은천동,가구,355333407,1042,270,135,0
20254,은천동,애완동물,1136168,82,0,0,0
20254,은천동,화초,34131031,1185,254,222,0
20254,은천동,섬유제품,7886076,136,0,7,0
20254,은천동,운동/경기용품,28961682,409,0,28,0
20254,은천동,화장품,268678467,4753,758,913,0
20254,은천동,서적,26387740,46,0,0,0
20254,은천동,의료기기,1122233118,8474,0,0,0
20254,은천동,의약품,2099907937,148718,12452,24269,0
20254,은천동,시계및귀금속,35070357,77,7,15,0
20254,은천동,안경,12236938,86,0,1,0
20254,은천동,신발,898097770,2969,134,167,0
20254,은천동,일반의류,175277289,3818,73,221,0
20254,은천동,반찬가게,289128684,18188,422,1913,0
20254,은천동,청과상,65096098,2474,114,194,0
20254,은천동,수산물판매,304830831,11138,31,374,0
20254,은천동,육류판매,2977435010,88595,3979,11820,0
20254,은천동,핸드폰,67126372,8526,609,1218,0
20254,은천동,편의점,2660142083,331812,78919,107288,32275
20254,은천동,슈퍼마켓,1479133528,155558,23710,44520,6891
20254,은천동,노래방,410394095,31862,14314,12423,1535
20254,은천동,세탁소,20740369,981,290,191,0
20254,은천동,피부관리실,20511516,143,41,58,0
20254,은천동,네일숍,28391179,65,6,18,0
20254,은천동,미용실,628850342,14454,2483,3607,0
20254,은천동,자동차미용,46586163,861,30,55,0
20254,은천동,자동차수리,2165310693,18154,692,2974,0
20254,은천동,스포츠클럽,1305366,6,0,0,0
20254,은천동,PC방,7335881,1484,544,556,145
20254,은천동,골프연습장,16556632,852,0,0,0
20254,은천동,당구장,45322596,1186,53,30,44
20254,은천동,한의원,1167331331,52039,2096,9766,0
20254,은천동,치과의원,2846588596,20522,2508,3564,0
20254,은천동,일반의원,1615238632,66686,2966,8773,0
20254,은천동,스포츠 강습,35272387,180,31,22,0
20254,은천동,예술학원,552633435,3123,271,613,0
20254,은천동,외국어학원,3644067,10,0,0,0
20254,은천동,일반교습학원,730620215,2123,13,90,0
20254,은천동,커피-음료,639050896,93072,19477,25200,148
20254,은천동,호프-간이주점,757412984,12953,1391,2762,2919
20254,은천동,분식전문점,634476222,55701,5411,11827,2551
20254,은천동,치킨전문점,165995188,5891,544,932,396
20254,은천동,패스트푸드점,33660275,2174,420,578,133
20254,은천동,제과점,211413295,19170,2884,4442,88
20254,은천동,양식음식점,2788088,68,45,17,28
20254,은천동,일식음식점,106667968,2862,260,456,0
20254,은천동,중식음식점,197168398,7011,492,918,0
20254,은천동,한식음식점,8809398847,237209,22949,41647,4813
20254,청룡동,조명용품,512699831,16977,279,835,0
20254,청룡동,인테리어,263956089,12723,788,1057,0
20254,청룡동,철물점,69941672,1015,106,163,0
20254,청룡동,가전제품,1769620261,4700,298,687,0
20254,청룡동,애완동물,24669365,1893,396,687,108
20254,청룡동,화초,5742982,206,45,80,0
20254,청룡동,섬유제품,16131250,244,0,34,0
20254,청룡동,운동/경기용품,175419456,3738,678,931,0
20254,청룡동,화장품,346421482,8056,350,556,0
20254,청룡동,문구,96700540,5460,1628,853,0
20254,청룡동,서적,26100874,784,31,84,0
20254,청룡동,의료기기,422403194,1859,0,163,0
20254,청룡동,의약품,3149617700,211465,27073,44097,26
20254,청룡동,시계및귀금속,41259014,532,53,118,0
20254,청룡동,안경,744882243,8038,1766,1968,0
20254,청룡동,신발,36081276,1312,27,71,0
20254,청룡동,일반의류,8778183459,134766,8900,19890,0
20254,청룡동,반찬가게,1066979883,189617,98807,57132,11380
20254,청룡동,청과상,894701585,55810,2794,5933,594
20254,청룡동,수산물판매,267485347,16073,123,791,0
20254,청룡동,육류판매,6574953068,245565,14498,31524,0
20254,청룡동,핸드폰,390617597,4467,0,893,0
20254,청룡동,편의점,6470722593,641123,228501,189681,62705
20254,청룡동,슈퍼마켓,3152368606,247868,37604,52168,5498
20254,청룡동,노래방,246784446,8242,2946,2399,1908
20254,청룡동,여관,747969175,23457,7420,6602,3461
20254,청룡동,부동산중개업,18586,1859,929,620,0
20254,청룡동,가전제품수리,39713349,361,0,24,0
20254,청룡동,세탁소,431358543,35325,13751,11947,1625
20254,청룡동,피부관리실,101913863,1737,697,556,33
20254,청룡동,네일숍,13582481,329,35,141,0
20254,청룡동,미용실,1036068793,25193,3933,6964,0
20254,청룡동,자동차수리,305358521,3179,103,428,0
20254,청룡동,스포츠클럽,2376361808,21623,7801,7980,837
20254,청룡동,PC방,852295887,146600,70030,45886,23642
20254,청룡동,골프연습장,332842428,11030,401,1278,697
20254,청룡동,당구장,71812834,3629,149,455,308
20254,청룡동,한의원,498129649,21557,417,2528,0
20254,청룡동,치과의원,2413526477,18906,2788,3315,0
20254,청룡동,일반의원,8037039665,159936,18375,35043,0
20254,청룡동,스포츠 강습,622664994,1738,465,424,13
20254,청룡동,예술학원,136324626,755,131,297,0
20254,청룡동,일반교습학원,492421285,1491,0,39,0
20254,청룡동,커피-음료,1171159464,184672,58818,57546,885
20254,청룡동,호프-간이주점,2685530034,63849,15091,19416,9358
20254,청룡동,분식전문점,856893662,80937,14242,19683,2567
20254,청룡동,치킨전문점,403482918,12856,2237,2768,933
20254,청룡동,패스트푸드점,531362007,42101,12151,13083,169
20254,청룡동,제과점,1041087167,99808,24132,27386,98
20254,청룡동,양식음식점,1470910105,54856,11663,18193,557
20254,청룡동,일식음식점,272491087,7610,1744,2348,316
20254,청룡동,중식음식점,207355340,5233,414,828,14
20254,청룡동,한식음식점,8658897611,275043,40553,60422,10604
20254,낙성대동,인테리어,1044109,65,0,0,0
20254,낙성대동,화초,64054326,93,31,31,0
20254,낙성대동,문구,258685,76,0,56,0
20254,낙성대동,의약품,1870412605,152068,28278,37551,157
20254,낙성대동,시계및귀금속,366552621,236,0,47,0
20254,낙성대동,안경,455124029,7416,3765,1909,0
20254,낙성대동,신발,25562241,108,0,0,0
20254,낙성대동,일반의류,76256614,1569,504,241,86
20254,낙성대동,육류판매,111570884,3286,446,385,0
20254,낙성대동,컴퓨터및주변장치판매,1650212528,871,0,109,0
20254,낙성대동,편의점,1756931689,304577,109540,91783,33689
20254,낙성대동,슈퍼마켓,1104675936,83416,18078,23787,7541
20254,낙성대동,노래방,223872320,17691,8897,4809,2811
20254,낙성대동,여관,295280621,5222,1034,1277,1527
20254,낙성대동,세탁소,62112405,6392,1942,2153,615
20254,낙성대동,피부관리실,71498101,1452,582,582,9
20254,낙성대동,네일숍,63917388,1022,217,505,0
20254,낙성대동,미용실,877548004,16856,4089,4774,0
20254,낙성대동,자동차수리,595473279,3208,131,374,0
20254,낙성대동,스포츠클럽,762712,8,0,8,0
20254,낙성대동,PC방,148951613,16268,7450,4373,1487
20254,낙성대동,골프연습장,277692158,8184,314,1589,767
20254,낙성대동,당구장,33136011,2165,346,227,283
20254,낙성대동,한의원,173763349,2278,225,448,0
20254,낙성대동,치과의원,2741232517,16404,3139,3530,0
20254,낙성대동,일반의원,5887783969,92292,19265,28020,39
20254,낙성대동,스포츠 강습,95207213,226,84,36,0
20254,낙성대동,예술학원,50661999,342,0,212,0
20254,낙성대동,일반교습학원,131995618,3374,534,1025,0
20254,낙성대동,커피-음료,774491788,89833,34802,23662,1229
20254,낙성대동,호프-간이주점,3864595396,144863,57187,52799,24072
20254,낙성대동,분식전문점,583789470,50879,13126,14942,1885
20254,낙성대동,치킨전문점,172108810,6158,1836,1807,160
20254,낙성대동,패스트푸드점,915665170,31635,9857,7174,186
20254,낙성대동,제과점,1662000000,91468,17887,24141,0
20254,낙성대동,양식음식점,2872835757,61596,21582,17846,3285
20254,낙성대동,일식음식점,2199523667,61588,22928,16139,2976
20254,낙성대동,중식음식점,991782286,32721,11015,7095,776
20254,낙성대동,한식음식점,16918398366,368454,98996,93266,23739
20254,행운동,가구,95915103,338,0,0,0
20254,행운동,애완동물,5399019,59,19,14,0
20254,행운동,화초,7576918,380,60,140,0
20254,행운동,섬유제품,50361813,416,52,0,0
20254,행운동,운동/경기용품,9761566,22,0,0,0
20254,행운동,화장품,95173946,2507,15,112,0
20254,행운동,문구,82521547,3383,711,562,0
20254,행운동,서적,64419182,2485,261,298,0
20254,행운동,의료기기,319427420,2971,0,161,0
20254,행운동,의약품,3461460265,175329,23332,30951,0
20254,행운동,시계및귀금속,61172220,577,29,126,0
20254,행운동,안경,619616509,5881,1833,1431,0
20254,행운동,신발,5653959,145,0,0,0
20254,행운동,일반의류,1325750385,11947,744,1059,163
20254,행운동,반찬가게,185704359,14481,1793,2109,420
20254,행운동,청과상,1518448214,163941,3086,8536,0
20254,행운동,수산물판매,350908921,18579,127,422,0
20254,행운동,육류판매,1044171646,36107,1362,3521,0
20254,행운동,미곡판매,218767865,7637,24,301,0
20254,행운동,컴퓨터및주변장치판매,24231589,473,60,75,0
20254,행운동,편의점,1097242823,181031,53732,62525,21052
20254,행운동,슈퍼마켓,2025109275,188361,37739,49155,14747
20254,행운동,노래방,171546811,14109,7498,4432,1890
20254,행운동,여관,81739197,2385,488,626,437
20254,행운동,가전제품수리,13762281,395,0,42,0
20254,행운동,세탁소,201251101,17616,4702,4581,571
20254,행운동,피부관리실,171931999,1149,261,509,0
20254,행운동,네일숍,18466645,95,18,38,0
20254,행운동,미용실,884874101,21609,3637,5678,8
20254,행운동,자동차수리,119253044,388,0,23,0
20254,행운동,스포츠클럽,107926870,331,131,64,0
20254,행운동,PC방,717038967,112408,51746,40476,17876
20254,행운동,당구장,27487570,1855,18,137,99
20254,행운동,한의원,709802327,39908,499,1711,0
20254,행운동,치과의원,2351235089,13095,1801,3305,0
20254,행운동,일반의원,7174910983,133122,19103,26342,0
20254,행운동,스포츠 강습,184692070,702,218,240,20
20254,행운동,예술학원,36062262,273,12,10,0
20254,행운동,일반교습학원,382546550,1329,14,141,18
20254,행운동,커피-음료,1476574580,159944,35432,48225,366
20254,행운동,호프-간이주점,1144992956,28636,7414,7899,4983
20254,행운동,분식전문점,337556720,30688,5493,8599,1085
20254,행운동,치킨전문점,112666633,3923,448,940,308
20254,행운동,패스트푸드점,826719326,78048,19176,19946,73
20254,행운동,제과점,227784182,24743,3641,4813,0
20254,행운동,양식음식점,36809704,1805,240,460,0
20254,행운동,일식음식점,64280630,2610,422,652,0
20254,행운동,중식음식점,184908334,5554,580,992,0
20254,행운동,한식음식점,7169602057,248522,34061,51015,8052
20254,성현동,철물점,8458675,878,105,167,0
20254,성현동,화초,68407993,2185,176,242,0
20254,성현동,섬유제품,666667,10,0,0,0
20254,성현동,서적,238091397,7639,0,322,0
20254,성현동,의약품,720072691,53727,2837,6478,0
20254,성현동,일반의류,3429742,111,0,0,0
20254,성현동,반찬가게,2140738063,3430,163,0,0
20254,성현동,수산물판매,1774523,24,0,0,0
20254,성현동,육류판매,116631056,3369,48,362,0
20254,성현동,핸드폰,74070138,467,0,0,0
20254,성현동,컴퓨터및주변장치판매,34573178,664,0,0,0
20254,성현동,편의점,1078801493,160180,21658,43129,14547
20254,성현동,슈퍼마켓,1035031163,143555,21789,34975,12827
20254,성현동,세탁소,54131377,2766,119,434,0
20254,성현동,미용실,191062631,4943,157,557,0
20254,성현동,자동차수리,598311661,2275,117,443,0
20254,성현동,스포츠클럽,24126005,59,0,5,0
20254,성현동,골프연습장,18921352,261,23,31,0
20254,성현동,당구장,463005,31,0,0,0
20254,성현동,한의원,492655804,17504,715,2376,0
20254,성현동,치과의원,460664954,3532,187,221,0
20254,성현동,일반의원,603871683,39674,1480,4744,0
20254,성현동,스포츠 강습,76427420,306,88,87,0
20254,성현동,예술학원,83598224,478,0,44,8
20254,성현동,일반교습학원,2059691689,5700,0,193,27
20254,성현동,커피-음료,62863918,8831,891,2187,65
20254,성현동,호프-간이주점,72777516,1331,207,395,246
20254,성현동,분식전문점,171263748,15325,1354,2746,353
20254,성현동,치킨전문점,21759353,1218,141,205,27
20254,성현동,제과점,56405395,6356,723,1150,0
20254,성현동,양식음식점,54217925,627,0,88,71
20254,성현동,중식음식점,35423016,1641,129,410,0
20254,성현동,한식음식점,432446695,37337,1471,6799,43
20254,청림동,화장품,31450204,31,0,15,0
20254,청림동,의약품,403587230,33253,1861,5943,0
20254,청림동,반찬가게,7586377,209,6,0,0
20254,청림동,슈퍼마켓,463494395,38943,3514,6960,912
20254,청림동,세탁소,201051141,9153,0,1963,0
20254,청림동,피부관리실,25095100,34,20,0,0
20254,청림동,네일숍,10678509,204,22,99,0
20254,청림동,미용실,175838033,5280,179,561,0
20254,청림동,스포츠클럽,240569281,433,76,100,0
20254,청림동,PC방,56245603,7953,4112,1650,961
20254,청림동,치과의원,286194376,1934,40,358,0
20254,청림동,일반의원,345011224,16851,611,2724,0
20254,청림동,스포츠 강습,42892299,85,17,40,0
20254,청림동,예술학원,561642788,3044,12,378,0
20254,청림동,일반교습학원,443069484,1845,0,188,0
20254,청림동,커피-음료,47126461,6776,657,1853,0
20254,청림동,호프-간이주점,323204912,11476,895,2394,684
20254,청림동,분식전문점,3693982,421,24,175,69
20254,청림동,패스트푸드점,11733472,511,25,110,0
20254,청림동,중식음식점,108933779,5505,276,628,0
20254,청림동,한식음식점,344404669,9952,339,1724,56
20254,보라매동,조명용품,18845195,948,17,134,0
20254,보라매동,인테리어,1195425,18,0,0,0
20254,보라매동,철물점,47816164,3069,25,425,0
20254,보라매동,가구,36793184,53,0,0,0
20254,보라매동,애완동물,2077264,39,10,0,0
20254,보라매동,화초,55949516,1187,121,310,0
20254,보라매동,섬유제품,2073500,36,0,0,0
20254,보라매동,운동/경기용품,119830502,1560,0,67,0
20254,보라매동,화장품,236297465,11673,2997,3371,1745
20254,보라매동,서적,9907831,52,0,0,0
20254,보라매동,의약품,1334366139,99656,10083,17747,0
20254,보라매동,시계및귀금속,251921867,622,4,0,0
20254,보라매동,가방,21054036,1314,38,303,0
20254,보라매동,신발,1794872,26,0,0,0
20254,보라매동,일반의류,67939940,589,21,74,0
20254,보라매동,반찬가게,87327316,6205,21,965,0
20254,보라매동,청과상,532512893,19091,704,2310,0
20254,보라매동,수산물판매,236468515,5099,36,142,0
